Red,Green,Blue,Shade
157,181,103,Green
139,212,195,Green
211,217,197,Green
230,230,208,Green
118,255,123,Green
229,244,213,Green
232,244,210,Green
212,230,217,Green
166,251,178,Green
178,251,165,Green
167,255,181,Green
194,255,137,Green
117,253,99,Green
97,225,96,Green
197,207,152,Green
230,230,188,Green
136,190,105,Green
177,183,135,Green
159,193,49,Green
229,232,150,Green
198,205,125,Green
165,175,157,Green
25,89,5,Green
196,191,113,Green
23,40,8,Green
1,160,73,Green
58,163,114,Green
59,122,95,Green
42,64,65,Green
206,206,189,Green
168,210,117,Green
129,130,110,Green
110,113,83,Green
139,169,127,Green
152,177,166,Green
224,239,227,Green
2,193,77,Green
152,151,70,Green
35,134,82,Green
227,234,165,Green
118,156,24,Green
78,85,65,Green
187,238,0,Green
190,206,97,Green
155,181,62,Green
166,162,63,Green
43,104,103,Green
174,176,143,Green
0,78,0,Green
71,136,101,Green
119,173,59,Green
150,255,0,Green
0,144,0,Green
143,159,151,Green
212,204,0,Green
212,201,120,Green
64,164,142,Green
157,175,0,Green
65,161,170,Green
0,140,140,Green
142,113,46,Green
19,108,81,Green
69,77,50,Green
57,173,72,Green
181,203,189,Green
138,147,129,Green
48,191,191,Green
94,140,49,Green
76,145,65,Green
152,210,217,Green
115,153,87,Green
224,233,211,Green
60,130,78,Green
77,107,83,Green
28,53,45,Green
60,179,113,Green
0,250,154,Green
153,136,0,Green
134,159,152,Green
196,196,118,Green
40,46,39,Green
213,213,147,Green
116,172,141,Green
94,157,123,Green
156,210,180,Green
157,182,130,Green
55,184,175,Green
47,46,31,Green
36,133,91,Green
197,218,204,Green
80,167,71,Green
141,217,204,Green
77,140,87,Green
0,73,83,Green
62,179,112,Green
17,238,85,Green
120,152,133,Green
102,124,62,Green
207,219,209,Green
153,189,145,Green
80,99,85,Green
58,162,120,Green
159,197,170,Green
221,232,224,Green
125,182,168,Green
184,226,176,Green
108,187,160,Green
72,125,73,Green
201,202,161,Green
11,247,125,Green
170,206,188,Green
227,241,235,Green
116,159,141,Green
241,145,114,Green
227,239,227,Green
34,204,17,Green
210,232,216,Green
60,100,97,Green
162,219,16,Green
0,238,51,Green
137,186,178,Green
89,159,104,Green
46,78,54,Green
99,139,39,Green
126,141,96,Green
90,124,70,Green
0,119,0,Green
143,216,159,Green
178,181,153,Green
117,185,150,Green
65,134,56,Green
40,49,35,Green
24,69,59,Green
96,102,2,Green
101,116,50,Green
68,136,0,Green
108,122,14,Green
45,68,54,Green
36,52,42,Green
168,181,4,Green
95,160,82,Green
0,82,76,Green
49,120,115,Green
216,248,120,Green
42,128,0,Green
112,178,63,Green
188,205,145,Green
1,115,116,Green
125,175,148,Green
53,83,10,Green
147,139,75,Green
57,255,20,Green
127,187,158,Green
49,129,129,Green
54,76,46,Green
170,165,131,Green
181,172,49,Green
17,255,17,Green
125,199,52,Green
83,126,126,Green
48,47,39,Green
167,199,150,Green
31,171,88,Green
46,75,60,Green
17,42,18,Green
70,72,38,Green
5,144,51,Green
170,163,136,Green
172,181,151,Green
118,119,100,Green
184,204,130,Green
237,240,222,Green
152,176,146,Green
174,194,165,Green
88,172,143,Green
57,86,67,Green
61,153,115,Green
182,229,214,Green
107,163,83,Green
0,55,35,Green
156,139,31,Green
0,108,101,Green
0,128,15,Green
128,133,109,Green
131,186,142,Green
94,100,79,Green
131,149,115,Green
134,126,54,Green
103,122,4,Green
21,121,84,Green
163,197,125,Green
16,50,34,Green
26,76,50,Green
43,101,81,Green
77,162,65,Green
127,172,110,Green
187,204,189,Green
119,153,125,Green
124,184,161,Green
138,183,51,Green
151,165,84,Green
153,218,197,Green
0,102,0,Green
66,98,85,Green
105,176,118,Green
177,252,153,Green
177,255,101,Green
208,219,196,Green
193,224,193,Green
203,220,183,Green
32,57,44,Green
0,155,125,Green
190,169,50,Green
63,143,69,Green
178,231,159,Green
26,163,109,Green
80,200,124,Green
107,156,66,Green
136,201,166,Green
141,176,81,Green
90,159,77,Green
119,221,119,Green
188,203,185,Green
173,208,179,Green
80,99,81,Green
185,234,179,Green
63,90,80,Green
0,45,4,Green
124,152,101,Green
142,171,18,Green
148,166,23,Green
0,106,80,Green
142,145,109,Green
0,187,34,Green
0,125,96,Green
71,105,79,Green
0,84,55,Green
0,166,147,Green
129,117,83,Green
84,155,140,Green
94,98,89,Green
220,228,215,Green
8,126,52,Green
0,85,0,Green
0,133,67,Green
0,143,128,Green
0,170,0,Green
17,255,0,Green
18,53,36,Green
0,128,76,Green
21,176,26,Green
10,72,30,Green
35,196,139,Green
118,147,88,Green
169,211,158,Green
0,187,85,Green
40,51,48,Green
187,205,165,Green
235,252,236,Green
73,106,118,Green
0,83,76,Green
119,122,68,Green
53,101,84,Green
42,72,69,Green
105,92,57,Green
177,182,149,Green
0,168,68,Green
133,149,135,Green
64,253,20,Green
102,255,17,Green
53,101,77,Green
161,142,107,Green
0,175,157,Green
16,135,128,Green
113,121,16,Green
0,107,86,Green
50,91,81,Green
103,154,124,Green
80,164,0,Green
21,70,71,Green
17,135,93,Green
222,214,172,Green
122,135,117,Green
59,51,28,Green
40,104,72,Green
137,165,114,Green
58,146,52,Green
85,255,85,Green
58,99,100,Green
134,116,82,Green
153,136,17,Green
124,148,139,Green
110,124,69,Green
0,104,101,Green
158,188,151,Green
112,163,141,Green
155,229,16,Green
1,70,0,Green
150,249,123,Green
50,106,43,Green
44,250,31,Green
126,192,131,Green
90,128,79,Green
106,132,114,Green
43,46,37,Green
4,79,59,Green
233,234,219,Green
183,215,191,Green
231,233,216,Green
161,161,74,Green
165,225,196,Green
56,69,67,Green
97,122,116,Green
186,223,205,Green
168,209,158,Green
224,234,219,Green
36,218,145,Green
0,158,130,Green
117,148,107,Green
232,224,151,Green
188,168,114,Green
33,136,69,Green
65,72,51,Green
116,122,44,Green
64,122,82,Green
163,142,0,Green
4,49,50,Green
115,132,120,Green
86,92,74,Green
80,106,103,Green
48,59,57,Green
105,155,114,Green
23,88,68,Green
63,89,72,Green
50,64,56,Green
87,84,73,Green
141,132,77,Green
172,161,125,Green
227,217,160,Green
103,146,103,Green
165,214,16,Green
0,86,63,Green
136,119,102,Green
115,112,94,Green
86,117,114,Green
117,114,97,Green
77,181,96,Green
147,145,127,Green
136,146,140,Green
92,139,21,Green
190,189,172,Green
187,168,106,Green
199,223,184,Green
2,114,117,Green
142,239,21,Green
102,255,102,Green
2,115,122,Green
201,217,231,Green
83,252,161,Green
184,248,216,Green
153,187,136,Green
38,78,80,Green
181,228,228,Green
141,182,0,Green
53,173,107,Green
111,109,86,Green
112,122,104,Green
58,105,96,Green
129,156,139,Green
55,66,49,Green
62,100,79,Green
119,204,136,Green
162,179,122,Green
0,168,112,Green
154,192,182,Green
99,93,76,Green
115,144,114,Green
78,167,125,Green
198,236,122,Green
143,212,0,Green
176,198,154,Green
27,70,54,Green
104,229,47,Green
187,249,15,Green
99,169,80,Green
88,198,171,Green
0,54,54,Green
64,130,109,Green
229,232,217,Green
157,172,121,Green
78,97,87,Green
157,185,44,Green
148,178,28,Green
51,255,0,Green
136,178,169,Green
189,194,187,Green
169,189,177,Green
215,215,199,Green
113,119,110,Green
99,124,91,Green
0,155,117,Green
200,199,111,Green
95,147,112,Green
81,183,59,Green
101,141,109,Green
97,93,76,Green
170,221,0,Green
125,237,23,Green
198,213,201,Green
168,187,162,Green
147,144,135,Green
152,142,1,Green
138,134,80,Green
157,193,0,Green
228,240,232,Green
200,218,194,Green
160,178,142,Green
111,194,118,Green
187,188,167,Green
84,90,44,Green
0,92,43,Green
71,120,138,Green
193,230,19,Green
132,182,162,Green
87,131,99,Green
54,177,78,Green
123,137,118,Green
102,238,0,Green
0,155,140,Green
0,134,100,Green
144,155,76,Green
189,222,199,Green
204,238,0,Green
0,162,125,Green
67,76,71,Green
77,128,100,Green
174,166,146,Green
0,119,17,Green
0,255,124,Green
184,248,184,Green
200,203,142,Green
126,161,90,Green
203,215,210,Green
46,161,140,Green
101,143,124,Green
190,170,74,Green
7,72,99,Green
171,223,143,Green
125,118,64,Green
16,79,74,Green
95,125,108,Green
101,142,103,Green
17,51,51,Green
15,155,142,Green
82,165,80,Green
98,128,38,Green
109,129,123,Green
94,95,77,Green
181,203,187,Green
94,155,134,Green
34,139,34,Green
143,182,156,Green
125,113,3,Green
197,205,64,Green
120,163,0,Green
207,221,199,Green
66,117,115,Green
0,123,119,Green
0,159,107,Green
136,127,122,Green
116,133,0,Green
24,77,67,Green
168,207,192,Green
139,203,171,Green
231,234,203,Green
82,101,37,Green
169,190,112,Green
187,155,82,Green
149,148,92,Green
71,127,74,Green
193,181,92,Green
145,149,133,Green
55,109,3,Green
43,75,64,Green
208,240,192,Green
0,109,87,Green
37,163,111,Green
12,220,115,Green
105,172,88,Green
43,135,37,Green
168,159,134,Green
0,82,67,Green
84,78,49,Green
204,202,168,Green
49,103,69,Green
79,100,70,Green
115,123,108,Green
86,107,56,Green
205,202,152,Green
194,221,211,Green
122,149,142,Green
50,67,54,Green
225,226,214,Green
218,233,220,Green
0,123,67,Green
108,88,70,Green
127,119,17,Green
197,221,208,Green
219,233,213,Green
236,239,227,Green
97,222,42,Green
109,111,79,Green
132,158,136,Green
28,106,81,Green
85,255,34,Green
140,153,0,Green
164,175,158,Green
221,255,221,Green
0,79,84,Green
0,82,57,Green
48,75,74,Green
124,161,78,Green
42,126,25,Green
53,80,72,Green
126,132,36,Green
1,78,46,Green
34,139,33,Green
23,128,109,Green
8,148,4,Green
155,168,141,Green
111,140,105,Green
4,244,137,Green
117,184,79,Green
221,238,204,Green
136,170,17,Green
60,208,112,Green
146,140,54,Green
126,186,77,Green
0,107,84,Green
144,238,144,Green
162,175,112,Green
76,70,35,Green
0,107,56,Green
1,68,49,Green
188,181,140,Green
0,80,66,Green
55,61,49,Green
141,178,85,Green
101,206,149,Green
0,108,71,Green
47,93,80,Green
102,255,34,Green
142,151,126,Green
18,103,74,Green
97,172,134,Green
72,83,26,Green
71,66,48,Green
24,136,13,Green
135,152,96,Green
10,221,8,Green
148,224,137,Green
0,106,77,Green
143,205,176,Green
126,134,124,Green
110,94,44,Green
95,115,85,Green
153,204,0,Green
188,215,212,Green
200,224,171,Green
19,136,89,Green
47,239,16,Green
166,214,8,Green
69,67,59,Green
52,178,51,Green
156,157,133,Green
0,101,110,Green
107,147,98,Green
171,174,134,Green
169,173,116,Green
204,209,200,Green
188,245,166,Green
129,184,154,Green
150,180,126,Green
216,219,139,Green
0,192,0,Green
153,204,4,Green
225,242,223,Green
58,229,127,Green
167,208,197,Green
224,230,215,Green
214,233,202,Green
155,202,71,Green
28,211,162,Green
195,202,191,Green
37,70,54,Green
142,149,73,Green
193,216,172,Green
200,226,204,Green
223,234,225,Green
177,217,157,Green
167,140,89,Green
64,91,80,Green
139,153,22,Green
191,230,210,Green
159,174,158,Green
134,169,111,Green
140,158,94,Green
200,253,61,Green
197,227,132,Green
200,205,55,Green
176,221,22,Green
191,241,40,Green
5,255,166,Green
103,112,109,Green
151,212,153,Green
1,102,18,Green
124,176,131,Green
107,192,38,Green
191,175,146,Brown
149,106,96,Brown
46,55,46,Brown
166,102,70,Brown
128,64,64,Brown
148,102,68,Brown
85,63,45,Brown
156,103,87,Brown
204,126,91,Brown
122,85,46,Brown
152,98,60,Brown
153,68,68,Brown
106,66,56,Brown
107,84,70,Brown
122,86,14,Brown
211,161,148,Brown
136,121,56,Brown
171,144,120,Brown
156,107,8,Brown
200,127,0,Brown
147,127,109,Brown
116,94,111,Brown
128,107,93,Brown
85,17,0,Brown
146,106,70,Brown
221,102,85,Brown
104,83,74,Brown
115,83,42,Brown
90,72,64,Brown
122,95,90,Brown
119,51,0,Brown
141,103,55,Brown
68,56,43,Brown
102,51,0,Brown
146,119,76,Brown
170,136,128,Brown
87,65,40,Brown
84,79,76,Brown
107,57,0,Brown
148,119,6,Brown
177,156,143,Brown
227,159,8,Brown
108,72,58,Brown
88,73,65,Brown
150,113,23,Brown
68,34,0,Brown
64,51,48,Brown
69,59,50,Brown
158,133,116,Brown
112,63,0,Brown
159,81,48,Brown
157,116,70,Brown
85,44,28,Brown
101,94,78,Brown
132,114,108,Brown
115,54,42,Brown
127,81,49,Brown
170,85,85,Brown
113,82,67,Brown
119,96,63,Brown
83,59,50,Brown
155,133,107,Brown
130,94,47,Brown
101,55,0,Brown
68,55,36,Brown
222,172,110,Brown
74,63,55,Brown
83,51,30,Brown
212,197,169,Brown
153,85,85,Brown
158,107,74,Brown
244,133,172,Brown
102,34,17,Brown
216,203,181,Brown
78,64,59,Brown
60,36,27,Brown
218,189,132,Brown
115,88,82,Brown
91,79,65,Brown
161,114,73,Brown
200,174,150,Brown
188,167,146,Brown
180,103,77,Brown
110,97,95,Brown
67,52,48,Brown
204,102,17,Brown
198,132,0,Brown
167,111,31,Brown
85,61,62,Brown
173,148,123,Brown
108,69,34,Brown
111,75,62,Brown
161,122,116,Brown
95,62,65,Brown
109,80,68,Brown
165,102,57,Brown
192,138,128,Brown
177,135,117,Brown
140,110,84,Brown
109,86,60,Brown
187,136,102,Brown
133,92,76,Brown
98,60,31,Brown
89,84,82,Brown
145,117,70,Brown
153,0,3,Brown
139,106,79,Brown
109,36,0,Brown
160,88,67,Brown
153,85,0,Brown
62,0,7,Brown
91,75,68,Brown
135,107,75,Brown
109,16,8,Brown
200,155,117,Brown
171,56,31,Brown
224,158,135,Brown
65,25,0,Brown
143,88,60,Brown
0,144,148,Brown
93,43,44,Brown
169,119,101,Brown
158,106,25,Brown
147,55,9,Brown
106,73,61,Brown
178,113,61,Brown
208,171,140,Brown
118,96,81,Brown
82,63,33,Brown
122,100,85,Brown
164,100,34,Brown
53,40,30,Brown
118,86,64,Brown
185,133,99,Brown
101,77,73,Brown
85,34,0,Brown
154,96,81,Brown
204,136,85,Brown
147,115,96,Brown
129,97,60,Brown
183,160,131,Brown
174,146,120,Brown
77,62,60,Brown
98,61,61,Brown
132,80,56,Brown
74,33,37,Brown
175,100,43,Brown
179,104,83,Brown
52,42,42,Brown
57,52,55,Brown
134,71,53,Brown
167,140,139,Brown
138,114,101,Brown
231,222,215,Brown
131,101,57,Brown
181,101,30,Brown
75,60,57,Brown
129,110,92,Brown
124,30,8,Brown
173,148,124,Brown
125,106,88,Brown
150,131,116,Brown
135,110,75,Brown
68,34,17,Brown
79,21,7,Brown
119,60,48,Brown
94,40,36,Brown
181,98,87,Brown
167,50,17,Brown
125,104,72,Brown
97,70,58,Brown
113,69,42,Brown
99,64,65,Brown
203,142,0,Brown
93,56,49,Brown
232,170,8,Brown
117,70,0,Brown
131,87,64,Brown
122,85,68,Brown
159,105,73,Brown
110,73,58,Brown
94,82,65,Brown
154,129,114,Brown
196,86,85,Brown
153,102,0,Brown
127,95,0,Brown
99,81,71,Brown
185,94,51,Brown
178,122,1,Brown
215,126,112,Brown
101,71,65,Brown
202,184,162,Brown
61,45,36,Brown
105,96,6,Brown
105,97,18,Brown
127,112,83,Brown
122,106,79,Brown
112,57,63,Brown
139,46,25,Brown
107,89,60,Brown
139,120,89,Brown
115,74,18,Brown
176,116,38,Brown
73,60,43,Brown
185,165,137,Brown
191,164,111,Brown
143,119,93,Brown
127,94,0,Brown
115,98,74,Brown
108,46,31,Brown
117,46,35,Brown
92,60,13,Brown
111,95,82,Brown
86,74,51,Brown
113,86,59,Brown
147,131,112,Brown
72,36,0,Brown
57,52,50,Brown
127,84,0,Brown
107,111,89,Brown
94,85,69,Brown
173,109,104,Brown
172,129,129,Brown
129,93,64,Brown
115,99,84,Brown
177,74,48,Brown
120,60,29,Brown
113,98,70,Brown
84,63,50,Brown
149,78,42,Brown
118,102,76,Brown
137,108,57,Brown
198,107,39,Brown
125,78,45,Brown
149,72,63,Brown
187,129,65,Brown
136,51,34,Brown
119,54,68,Brown
123,59,58,Brown
141,69,18,Brown
88,56,34,Brown
159,116,98,Brown
117,102,87,Brown
85,64,62,Brown
151,87,43,Brown
217,150,49,Brown
117,103,97,Brown
194,164,135,Brown
181,101,29,Brown
175,133,92,Brown
194,165,133,Brown
75,68,51,Brown
66,57,33,Brown
81,62,50,Brown
49,42,41,Brown
121,84,25,Brown
167,56,54,Brown
174,124,79,Brown
187,167,145,Brown
106,51,49,Brown
143,72,38,Brown
129,35,8,Brown
91,81,73,Brown
80,68,64,Brown
187,132,52,Brown
149,120,64,Brown
163,142,111,Brown
200,133,84,Brown
145,115,76,Brown
98,89,95,Brown
229,183,59,Brown
127,81,18,Brown
94,82,57,Brown
112,96,72,Brown
150,111,93,Brown
77,63,51,Brown
103,89,76,Brown
136,34,17,Brown
119,92,71,Brown
107,86,94,Brown
84,45,36,Brown
148,110,92,Brown
124,114,108,Brown
68,45,33,Brown
113,91,46,Brown
111,87,73,Brown
92,73,57,Brown
96,70,15,Brown
136,104,6,Brown
149,111,41,Brown
144,110,88,Brown
172,126,4,Brown
120,94,73,Brown
168,142,118,Brown
68,40,27,Brown
124,80,63,Brown
157,137,108,Brown
134,105,94,Brown
81,64,53,Brown
138,111,68,Brown
161,141,128,Brown
143,113,110,Brown
82,62,53,Brown
159,123,62,Brown
51,0,0,Brown
100,84,3,Brown
177,96,2,Brown
178,95,3,Brown
101,67,32,Brown
126,93,71,Brown
80,65,57,Brown
177,145,110,Brown
215,172,127,Brown
145,75,19,Brown
130,74,83,Brown
195,183,164,Brown
131,105,83,Brown
90,61,41,Brown
108,87,85,Brown
85,34,17,Brown
163,110,81,Brown
106,67,69,Brown
121,84,53,Brown
93,25,22,Brown
92,76,74,Brown
108,87,56,Brown
103,88,80,Brown
177,114,97,Brown
92,64,51,Brown
223,185,0,Brown
144,81,0,Brown
138,80,36,Brown
78,66,71,Brown
152,85,56,Brown
34,0,0,Brown
100,65,23,Brown
108,70,45,Brown
103,58,63,Brown
107,66,71,Brown
123,88,4,Brown
191,121,78,Brown
158,116,84,Brown
136,95,1,Brown
86,61,45,Brown
165,42,47,Brown
127,43,10,Brown
110,16,5,Brown
157,78,52,Brown
114,98,80,Brown
80,78,71,Brown
140,126,111,Brown
197,151,130,Brown
77,65,65,Brown
113,94,79,Brown
83,74,50,Brown
130,107,88,Brown
101,98,85,Brown
176,146,122,Brown
102,83,67,Brown
140,112,66,Brown
127,97,74,Brown
95,77,67,Brown
110,82,65,Brown
107,50,38,Brown
188,143,143,Brown
114,55,28,Brown
122,85,70,Brown
82,59,53,Brown
187,101,40,Brown
105,67,54,Brown
116,51,50,Brown
139,49,3,Brown
133,81,65,Brown
128,116,101,Brown
128,115,101,Brown
148,106,82,Brown
139,69,19,Brown
151,108,96,Brown
203,165,96,Brown
108,55,54,Brown
101,67,33,Brown
188,161,122,Brown
139,113,76,Brown
77,0,1,Brown
84,78,3,Brown
219,165,57,Brown
205,123,0,Brown
50,20,20,Brown
107,59,35,Brown
104,63,54,Brown
130,75,53,Brown
73,74,65,Brown
75,53,38,Brown
86,86,75,Brown
196,142,105,Brown
213,123,101,Brown
176,78,15,Brown
160,152,124,Brown
87,63,22,Brown
155,83,63,Brown
108,87,81,Brown
155,109,81,Brown
157,127,97,Brown
163,140,107,Brown
108,44,47,Brown
212,196,167,Brown
138,107,77,Brown
183,153,131,Brown
220,204,192,Brown
155,133,111,Brown
172,107,41,Brown
85,68,0,Brown
100,90,75,Brown
153,118,81,Brown
110,95,87,Brown
186,94,15,Brown
170,79,55,Brown
140,71,54,Brown
168,55,49,Brown
139,113,90,Brown
148,117,105,Brown
110,95,83,Brown
187,85,32,Brown
171,126,76,Brown
174,108,55,Brown
133,113,88,Brown
171,133,111,Brown
165,149,100,Brown
137,117,107,Brown
115,84,77,Brown
151,106,102,Brown
162,136,115,Brown
160,82,45,Brown
134,112,87,Brown
96,86,82,Brown
109,88,67,Brown
76,34,27,Brown
184,136,132,Brown
102,91,78,Brown
119,80,32,Brown
96,59,42,Brown
145,135,84,Brown
193,129,22,Brown
111,76,55,Brown
100,85,48,Brown
97,57,54,Brown
110,93,62,Brown
102,66,40,Brown
123,83,73,Brown
54,44,29,Brown
143,115,3,Brown
103,68,3,Brown
166,139,110,Brown
150,78,2,Brown
89,80,76,Brown
143,104,75,Brown
86,69,55,Brown
159,111,85,Brown
121,87,69,Brown
71,36,26,Brown
171,76,61,Brown
167,85,2,Brown
95,62,62,Brown
209,194,194,Brown
193,154,107,Brown
85,69,69,Brown
121,106,78,Brown
95,71,55,Brown
61,39,29,Brown
113,99,94,Brown
174,139,12,Brown
155,122,1,Brown
115,92,83,Brown
44,22,8,Brown
248,120,88,Pink
201,94,251,Pink
201,159,153,Pink
224,210,209,Pink
240,227,218,Pink
239,199,190,Pink
241,156,187,Pink
255,152,153,Pink
235,223,234,Pink
176,127,158,Pink
194,122,116,Pink
231,194,180,Pink
251,233,222,Pink
221,170,204,Pink
205,172,160,Pink
192,111,112,Pink
153,142,145,Pink
251,126,253,Pink
232,129,166,Pink
255,119,238,Pink
249,192,196,Pink
255,183,206,Pink
255,146,174,Pink
247,182,186,Pink
254,70,165,Pink
242,225,221,Pink
248,215,221,Pink
156,101,126,Pink
255,166,201,Pink
236,154,190,Pink
224,129,148,Pink
233,211,212,Pink
221,17,136,Pink
255,0,153,Pink
230,213,206,Pink
181,163,197,Pink
255,111,255,Pink
201,115,106,Pink
238,17,102,Pink
231,219,225,Pink
242,174,177,Pink
254,1,177,Pink
251,96,127,Pink
194,126,121,Pink
238,0,255,Pink
255,0,187,Pink
246,176,186,Pink
222,195,201,Pink
236,193,194,Pink
254,130,140,Pink
205,115,157,Pink
239,187,204,Pink
245,162,161,Pink
255,99,233,Pink
142,81,100,Pink
172,131,156,Pink
140,5,94,Pink
201,154,160,Pink
235,76,66,Pink
239,156,181,Pink
255,127,167,Pink
248,219,224,Pink
212,179,170,Pink
224,184,177,Pink
156,0,74,Pink
236,59,131,Pink
252,15,192,Pink
230,197,202,Pink
241,221,207,Pink
244,175,205,Pink
230,143,172,Pink
237,211,210,Pink
255,183,197,Pink
199,96,123,Pink
226,146,182,Pink
223,110,161,Pink
222,112,161,Pink
227,66,133,Pink
255,198,196,Pink
230,180,166,Pink
245,209,200,Pink
205,155,196,Pink
188,165,173,Pink
219,164,150,Pink
249,131,121,Pink
229,204,209,Pink
148,104,119,Pink
248,131,121,Pink
249,218,216,Pink
237,208,221,Pink
204,136,255,Pink
246,228,217,Pink
247,213,204,Pink
237,208,206,Pink
246,216,210,Pink
244,226,225,Pink
227,164,154,Pink
236,188,206,Pink
203,65,107,Pink
217,48,138,Pink
230,214,205,Pink
222,202,222,Pink
246,194,204,Pink
179,126,140,Pink
253,193,197,Pink
228,207,211,Pink
247,210,196,Pink
225,188,216,Pink
238,197,210,Pink
233,223,232,Pink
241,229,224,Pink
241,222,222,Pink
202,123,128,Pink
235,219,221,Pink
244,235,239,Pink
221,17,221,Pink
206,144,150,Pink
143,109,115,Pink
213,134,157,Pink
204,122,139,Pink
213,138,148,Pink
250,227,227,Pink
236,166,202,Pink
255,4,144,Pink
187,141,168,Pink
243,198,204,Pink
200,79,104,Pink
167,135,154,Pink
181,77,127,Pink
222,157,172,Pink
243,229,220,Pink
238,211,203,Pink
246,233,232,Pink
224,79,128,Pink
230,200,201,Pink
255,108,181,Pink
203,62,80,Pink
212,113,148,Pink
218,147,193,Pink
252,142,172,Pink
249,203,211,Pink
251,0,129,Pink
158,136,177,Pink
247,214,203,Pink
254,20,147,Pink
248,203,196,Pink
104,57,59,Pink
255,217,214,Pink
219,149,171,Pink
253,108,158,Pink
255,17,255,Pink
225,144,145,Pink
238,119,255,Pink
255,119,255,Pink
245,179,206,Pink
230,163,185,Pink
176,75,99,Pink
198,184,180,Pink
246,144,157,Pink
255,29,205,Pink
255,243,244,Pink
216,151,158,Pink
253,216,212,Pink
245,105,145,Pink
250,200,195,Pink
195,144,155,Pink
200,141,148,Pink
222,173,175,Pink
235,73,98,Pink
199,114,192,Pink
242,171,225,Pink
216,153,177,Pink
244,222,222,Pink
138,71,76,Pink
234,90,121,Pink
241,228,225,Pink
171,73,92,Pink
253,164,112,Pink
238,102,255,Pink
189,121,165,Pink
194,161,181,Pink
204,153,170,Pink
255,179,222,Pink
255,2,141,Pink
248,233,226,Pink
231,182,200,Pink
212,127,141,Pink
228,189,194,Pink
200,158,183,Pink
240,143,144,Pink
255,92,205,Pink
208,87,107,Pink
255,196,188,Pink
219,123,151,Pink
244,196,208,Pink
173,91,120,Pink
254,133,171,Pink
133,111,121,Pink
202,185,190,Pink
206,176,181,Pink
199,96,255,Pink
208,65,126,Pink
155,101,117,Pink
247,102,90,Pink
157,99,117,Pink
255,235,238,Pink
233,75,126,Pink
233,200,195,Pink
181,114,129,Pink
243,210,207,Pink
201,155,176,Pink
238,85,238,Pink
247,225,220,Pink
221,133,215,Pink
188,163,184,Pink
228,203,255,Pink
240,117,230,Pink
217,210,201,Pink
243,222,215,Pink
231,209,221,Pink
226,212,225,Pink
240,215,215,Pink
255,209,223,Pink
250,217,218,Pink
237,213,221,Pink
192,157,200,Pink
245,222,226,Pink
182,132,140,Pink
243,224,219,Pink
189,127,138,Pink
211,124,153,Pink
217,47,180,Pink
216,191,212,Pink
249,132,239,Pink
220,108,132,Pink
255,51,238,Pink
209,148,161,Pink
245,4,201,Pink
204,51,139,Pink
236,185,179,Pink
255,47,235,Pink
255,170,204,Pink
238,130,238,Pink
245,183,153,Pink
231,129,166,Pink
154,114,118,Pink
227,150,155,Pink
238,186,188,Pink
255,182,193,Pink
140,129,136,Pink
243,97,150,Pink
241,212,196,Pink
234,200,218,Pink
221,177,168,Pink
228,0,124,Pink
240,205,210,Pink
255,218,233,Pink
167,133,148,Pink
202,153,183,Pink
207,189,186,Pink
209,196,198,Pink
153,122,141,Pink
220,192,195,Pink
202,64,66,Pink
209,118,143,Pink
214,139,128,Pink
246,173,198,Pink
189,78,132,Pink
201,55,86,Pink
216,198,214,Pink
228,113,122,Pink
254,1,154,Pink
255,110,199,Pink
255,34,255,Pink
221,131,116,Pink
237,230,232,Pink
244,216,232,Pink
244,198,204,Pink
216,194,202,Pink
199,121,134,Pink
235,213,204,Pink
248,88,152,Pink
255,230,226,Pink
198,160,171,Pink
255,111,82,Pink
243,187,202,Pink
143,65,95,Pink
194,142,136,Pink
212,181,176,Pink
239,205,219,Pink
237,201,213,Pink
228,68,94,Pink
233,195,207,Pink
218,109,145,Pink
217,152,160,Pink
255,237,248,Pink
221,0,204,Pink
219,162,158,Pink
222,165,164,Pink
196,168,158,Pink
255,154,138,Pink
226,166,149,Pink
157,105,132,Pink
234,182,173,Pink
227,140,127,Pink
193,173,169,Pink
229,179,178,Pink
247,127,190,Pink
242,226,224,Pink
234,202,203,Pink
238,85,255,Pink
226,217,221,Pink
250,26,142,Pink
206,94,154,Pink
218,70,125,Pink
255,119,168,Pink
221,0,238,Pink
253,215,228,Pink
157,133,127,Pink
120,109,114,Pink
255,192,203,Pink
255,195,198,Pink
215,184,171,Pink
246,195,166,Pink
233,54,167,Pink
227,171,206,Pink
221,119,238,Pink
239,225,228,Pink
255,178,208,Pink
221,102,187,Pink
228,137,138,Pink
217,146,148,Pink
255,153,221,Pink
254,213,233,Pink
255,138,216,Pink
255,244,242,Pink
180,153,161,Pink
254,165,162,Pink
248,231,228,Pink
255,153,238,Pink
242,228,226,Pink
243,160,154,Pink
245,111,136,Pink
221,119,255,Pink
204,85,255,Pink
211,80,122,Pink
216,180,182,Pink
235,154,157,Pink
251,211,217,Pink
247,215,226,Pink
144,48,93,Pink
238,160,166,Pink
255,20,118,Pink
204,68,255,Pink
255,34,238,Pink
246,204,215,Pink
243,215,182,Pink
252,128,165,Pink
229,208,202,Pink
230,188,205,Pink
237,154,171,Pink
169,137,129,Pink
216,170,183,Pink
214,195,183,Pink
104,68,252,Pink
170,152,169,Pink
255,51,255,Pink
234,206,212,Pink
